Region of Incident,IncidentYear,Month,Total Number of Dead and Missing,CauseDeath,Country of Incident,MigrationRoute,Longitude,Latitude,Main ID,Incident ID,Incident Type,Number of Females,Number of Males,Number of Children,Country of Origin,LocationIncident
Northern Africa,2019,March,1,Violence,Libya,Sahara Desert crossing,23.848018,21.993292,2019.MMP00320,2019.MMP00320,Incident,,1,,Unknown,"Kufra, Libya"
Northern Africa,2019,March,1,Vehicle accident / death linked to hazardous transport,Libya,Sahara Desert crossing,23.84594,21.835454,2019.MMP00322,2019.MMP00322,Incident,,1,,Unknown,"Unspecified location in the desert, Libya"
Northern Africa,2019,March,2,Sickness / lack of access to adequate healthcare,Libya,Sahara Desert crossing,24.22836138,21.97728466,2019.MMP00332,2019.MMP00332,Incident,,2,,Unknown,"Rabyanah, Libya"
Northern Africa,2019,March,2,Mixed or unknown,Libya,Sahara Desert crossing,25.492777,16.534439,2019.MMP00334,2019.MMP00334,Incident,2,,,Unknown,"Unspecified location in the desert, Libya"
Northern Africa,2019,March,2,Violence,Libya,Sahara Desert crossing,27.02249,14.44099,2019.MMP00335,2019.MMP00335,Incident,,2,,Unknown,"Sabha, Libya"
Northern Africa,2019,March,1,Mixed or unknown,Libya,Sahara Desert crossing,27.02249,14.44099,2019.MMP00336,2019.MMP00336,Incident,1,,,Unknown,"Sabha, Libya"
Northern Africa,2019,March,3,Mixed or unknown,Libya,Sahara Desert crossing,25.492777,16.534439,2019.MMP00338,2019.MMP00338,Incident,,3,,Unknown,"Unspecified location in the desert, Libya"
Northern Africa,2019,March,2,Sickness / lack of access to adequate healthcare,Libya,Sahara Desert crossing,24.36389141,14.47269725,2019.MMP00348,2019.MMP00348,Incident,,2,,Unknown,"Tajarhi, Libya"
Northern Africa,2019,March,2,Mixed or unknown,Libya,Sahara Desert crossing,31.76402,14.03511,2019.MMP00350,2019.MMP00350,Incident,1,1,,Unknown,"Bani Walid, Libya"
Northern Africa,2019,March,2,Mixed or unknown,Libya,Sahara Desert crossing,31.76402,14.03511,2019.MMP00351,2019.MMP00351,Incident,1,1,,Unknown,"Bani Walid, Libya"
Northern Africa,2019,March,2,Mixed or unknown,Libya,Sahara Desert crossing,23.84594,21.835454,2019.MMP00363,2019.MMP00363,Incident,1,1,1,Unknown,"Unspecified location in the desert, Libya"
Northern Africa,2019,March,1,Violence,Sudan,Sahara Desert crossing,13.62432,25.35563,2019.MMP00364,2019.MMP00364,Incident,,1,,Unknown,"El Fasher, Sudan"
Northern Africa,2019,March,1,Sickness / lack of access to adequate healthcare,Sudan,Sahara Desert crossing,20.293406,26.087168,2019.MMP00365,2019.MMP00365,Incident,,1,,Unknown,"Unspecified location in the desert, Sudan, near border with Libya"
Northern Africa,2019,March,1,Sickness / lack of access to adequate healthcare,Libya,Sahara Desert crossing,27.02249,14.44099,2019.MMP00379,2019.MMP00379,Incident,1,,,Unknown,"Sabha, Libya"
Northern Africa,2019,March,2,Mixed or unknown,Libya,Sahara Desert crossing,24.934383,14.633161,2019.MMP00380,2019.MMP00380,Incident,2,,,Unknown,"Qatrun, Libya"
Northern Africa,2019,March,1,Violence,Sudan,Sahara Desert crossing,17.736681,34.037046,2019.MMP00393,2019.MMP00393,Incident,1,,,Unknown,"Atbara, Sudan"
Northern Africa,2019,March,1,Vehicle accident / death linked to hazardous transport,Libya,Sahara Desert crossing,23.527344,22.255737,2019.MMP00394,2019.MMP00394,Incident,1,,,Unknown,"Unspecified location in the Sahara desert, Libya"
Northern Africa,2019,April,2,Mixed or unknown,Sudan,Sahara Desert crossing,18.448899,26.220846,2019.MMP00480,2019.MMP00480,Incident,1,1,2,Unknown,"Unspecified location in the Sahara desert, Sudan"
Northern Africa,2019,April,1,Mixed or unknown,Sudan,Sahara Desert crossing,18.448899,26.220846,2019.MMP00481,2019.MMP00481,Incident,1,,1,Unknown,"Unspecified location in the Sahara desert, Sudan"
Northern Africa,2019,April,1,Mixed or unknown,Sudan,Sahara Desert crossing,18.448899,26.220846,2019.MMP00482,2019.MMP00482,Incident,1,,,Unknown,"Unspecified location in the Sahara desert, Sudan"
Northern Africa,2019,April,1,Mixed or unknown,Egypt,Sahara Desert crossing,24.074353,32.930866,2019.MMP00483,2019.MMP00483,Incident,1,,,Unknown,"Aswan, Egypt"
Northern Africa,2019,April,1,Sickness / lack of access to adequate healthcare,Algeria,Sahara Desert crossing,20.050684,5.543735,2019.MMP00538,2019.MMP00538,Incident,,1,,Unknown,Unspecified location in Algeria
Northern Africa,2019,April,2,Violence,Libya,Sahara Desert crossing,32.457955,11.528213,2019.MMP00546,2019.MMP00546,Incident,,2,2,Unknown,On the Libya-Tunisia border
Northern Africa,2019,April,1,Mixed or unknown,Sudan,Sahara Desert crossing,18.448899,26.220846,2019.MMP00547,2019.MMP00547,Incident,1,,,Unknown,"Unspecified location in the Sahara desert, Sudan"
Northern Africa,2019,April,2,Mixed or unknown,Sudan,Sahara Desert crossing,18.448899,26.220846,2019.MMP00548,2019.MMP00548,Incident,1,1,1,Unknown,"Unspecified location in the Sahara desert, Sudan"
Northern Africa,2019,April,1,Mixed or unknown,Sudan,Sahara Desert crossing,17.690454,34.042331,2019.MMP00549,2019.MMP00549,Incident,1,,,Unknown,"Atbara, Sudan"
Northern Africa,2019,April,3,Mixed or unknown,Libya,Sahara Desert crossing,24.663612,21.384746,2019.MMP00550,2019.MMP00550,Incident,1,1,,Unknown,"Unspecified location in the Sahara desert, Libya"
Northern Africa,2019,April,7,Vehicle accident / death linked to hazardous transport,Libya,Sahara Desert crossing,24.663612,21.384746,2019.MMP00551,2019.MMP00551,Incident,,,,Unknown,"Unspecified location in the Sahara desert, Libya"
Northern Africa,2019,April,1,Mixed or unknown,Libya,Sahara Desert crossing,31.718439,14.10823,2019.MMP00554,2019.MMP00554,Incident,1,,,Unknown,"Bani Walid, Libya"
Northern Africa,2019,April,3,Mixed or unknown,Libya,Sahara Desert crossing,31.718439,14.10823,2019.MMP00556,2019.MMP00556,Incident,1,1,,Unknown,"Bani Walid, Libya"
Northern Africa,2019,April,1,Mixed or unknown,Libya,Sahara Desert crossing,26.963269,14.521091,2019.MMP00558,2019.MMP00558,Incident,,1,,Unknown,"Sabha, Libya"
Northern Africa,2019,May,2,Mixed or unknown,Algeria,Sahara Desert crossing,5.518411,22.780989,2019.MMP00573,2019.MMP00573,Incident,,2,,Unknown,"Tamanrasset, Algeria"
Northern Africa,2019,May,1,Violence,Algeria,Sahara Desert crossing,5.873958,20.008058,2019.MMP00618,2019.MMP00618,Incident,,1,,Unknown,"Unspecified location in Algeria, near border with Niger"
Northern Africa,2019,May,1,Mixed or unknown,Sudan,Sahara Desert crossing,18.448899,26.220845,2019.MMP00659,2019.MMP00659,Incident,1,,,Unknown,"Unspecified location in the Sahara desert, Sudan"
Northern Africa,2019,May,1,Mixed or unknown,Sudan,Sahara Desert crossing,17.690454,34.042331,2019.MMP00660,2019.MMP00660,Incident,1,,,Unknown,"Atbara, Sudan"
Northern Africa,2019,May,1,Mixed or unknown,Libya,Sahara Desert crossing,29.864464,20.385981,2019.MMP00698,2019.MMP00698,Incident,,1,,Unknown,"Ajdabiya, Libya"
Northern Africa,2019,May,2,Mixed or unknown,Libya,Sahara Desert crossing,24.663612,21.384746,2019.MMP00700,2019.MMP00700,Incident,1,1,,Unknown,"Unspecified location in the Sahara desert, Libya"
Northern Africa,2019,May,2,Mixed or unknown,Libya,Sahara Desert crossing,31.718439,14.10823,2019.MMP00701,2019.MMP00701,Incident,,2,,Unknown,"Bani Walid, Libya"
Northern Africa,2019,May,3,Violence,Libya,Sahara Desert crossing,31.718439,14.10823,2019.MMP00702,2019.MMP00702,Incident,,3,,Unknown,"Bani Walid, Libya"
Northern Africa,2019,May,4,Violence,Egypt,Sahara Desert crossing,23.106927,24.994368,2019.MMP00703,2019.MMP00703,Incident,1,1,,Unknown,Unspecified location on the Egypt-Libya border
Northern Africa,2019,May,1,Violence,Libya,Sahara Desert crossing,29.864464,20.385981,2019.MMP00704,2019.MMP00704,Incident,,1,,Unknown,"Ajdabiya, Libya"
Northern Africa,2019,June,1,Sickness / lack of access to adequate healthcare,Libya,Sahara Desert crossing,20.766688,24.109618,2019.MMP00725,2019.MMP00725,Incident,,1,,Unknown,"Unspecified location in the desert, Libya near border with Sudan"
Northern Africa,2019,June,2,Vehicle accident / death linked to hazardous transport,Libya,Sahara Desert crossing,23.84594,21.835454,2019.MMP00726,2019.MMP00726,Incident,,2,,Unknown,"Unspecified location in the desert, Libya"
Northern Africa,2019,June,1,Violence,Libya,Sahara Desert crossing,24.934383,14.633161,2019.MMP00760,2019.MMP00760,Incident,,1,,Unknown,"Qatrun, Libya"
Northern Africa,2019,June,1,Sickness / lack of access to adequate healthcare,Libya,Sahara Desert crossing,23.848018,21.993292,2019.MMP00771,2019.MMP00771,Incident,1,,,Unknown,"Kufra, Libya"
Northern Africa,2019,June,1,Mixed or unknown,Sudan,Sahara Desert crossing,17.690454,34.042331,2019.MMP00783,2019.MMP00783,Incident,1,,,Unknown,"Atbara, Sudan"
Northern Africa,2019,June,2,Violence,Sudan,Sahara Desert crossing,17.690454,34.042331,2019.MMP00784,2019.MMP00784,Incident,2,,,Unknown,"Atbara, Sudan"
Northern Africa,2019,June,2,Vehicle accident / death linked to hazardous transport,Libya,Sahara Desert crossing,23.84594,21.835454,2019.MMP00794,2019.MMP00794,Incident,,2,,Unknown,"Unspecified location in the desert, Libya"
Northern Africa,2019,June,3,Mixed or unknown,Libya,Sahara Desert crossing,31.76402,14.03511,2019.MMP00795,2019.MMP00795,Incident,2,1,2,Unknown,"Bani Walid, Libya"
Northern Africa,2019,June,2,Mixed or unknown,Sudan,Sahara Desert crossing,18.448899,26.220845,2019.MMP00803,2019.MMP00803,Incident,1,1,1,Unknown,"Small cave in an unspecified location in the Sahara desert, Sudan"
Northern Africa,2019,June,1,Vehicle accident / death linked to hazardous transport,Sudan,Sahara Desert crossing,18.448899,26.220845,2019.MMP00804,2019.MMP00804,Incident,1,,1,Unknown,"Unspecified location in the Sahara desert, Sudan"
Northern Africa,2019,June,2,Mixed or unknown,Libya,Sahara Desert crossing,25.492777,16.534439,2019.MMP00827,2019.MMP00827,Incident,1,1,,Unknown,"Unspecified location in the desert, Libya"
Northern Africa,2019,June,1,Violence,Egypt,Sahara Desert crossing,25.933266,25.372929,2019.MMP00828,2019.MMP00828,Incident,,1,,Unknown,"Unspecified location in Egypt, near border with Libya"
Northern Africa,2019,June,1,"Harsh environmental conditions / lack of adequate shelter, food, water",Sudan,Sahara Desert crossing,20.293406,26.087168,2019.MMP00836,2019.MMP00836,Incident,,1,,Unknown,"Unspecified location in the desert, Sudan"
Northern Africa,2019,June,1,Sickness / lack of access to adequate healthcare,Sudan,Sahara Desert crossing,20.293406,26.087168,2019.MMP00851,2019.MMP00851,Incident,1,,,Unknown,"Unspecified location in the desert, Sudan, near border with Libya"
Northern Africa,2019,June,2,Vehicle accident / death linked to hazardous transport,Egypt,Sahara Desert crossing,25.933266,25.372929,2019.MMP00862,2019.MMP00862,Incident,,2,,Unknown,"Unspecified location in Egypt, near border with Libya"
Northern Africa,2019,June,2,Mixed or unknown,Sudan,Sahara Desert crossing,20.293406,26.087168,2019.MMP00866,2019.MMP00866,Incident,1,1,1,Unknown,"Unspecified location in the desert, Sudan"
Northern Africa,2019,June,1,Mixed or unknown,Libya,Sahara Desert crossing,30.1597,9.69791,2019.MMP00867,2019.MMP00867,Incident,,1,,Unknown,"Ghadames, Libya"
Northern Africa,2019,June,1,"Harsh environmental conditions / lack of adequate shelter, food, water",Libya,Sahara Desert crossing,23.848018,21.993292,2019.MMP00879,2019.MMP00879,Incident,1,,,Unknown,"Kufra, Libya"
Northern Africa,2019,June,1,Mixed or unknown,Libya,Sahara Desert crossing,30.75753,20.2234,2019.MMP00880,2019.MMP00880,Incident,1,,,Unknown,"Ajdabiya, Libya"
Northern Africa,2019,July,2,Mixed or unknown,Libya,Sahara Desert crossing,31.76402,14.03511,2019.MMP00896,2019.MMP00896,Incident,1,1,1,Unknown,"Bani Walid, Libya"
Northern Africa,2019,July,2,Sickness / lack of access to adequate healthcare,Egypt,Sahara Desert crossing,24.499568,27.463073,2019.MMP00897,2019.MMP00897,Incident,,2,,Unknown,"Unspecified location in the desert, Egypt"
Northern Africa,2019,July,1,Mixed or unknown,Libya,Sahara Desert crossing,31.76402,14.03511,2019.MMP00909,2019.MMP00909,Incident,1,,,Unknown,"Bani Walid, Libya"
Northern Africa,2019,July,1,Mixed or unknown,Libya,Sahara Desert crossing,31.76402,14.03511,2019.MMP00923,2019.MMP00923,Incident,1,,,Unknown,"Bani Walid, Libya"
Northern Africa,2019,July,1,Violence,Egypt,Sahara Desert crossing,24.484576,25.139459,2019.MMP00925,2019.MMP00925,Incident,,1,,Unknown,"Unspecified location in Egypt, near border with Libya"
Northern Africa,2019,July,2,Sickness / lack of access to adequate healthcare,Libya,Sahara Desert crossing,24.934383,14.633161,2019.MMP00939,2019.MMP00939,Incident,,2,,Unknown,"Qatrun, Libya"
Northern Africa,2019,July,1,Sickness / lack of access to adequate healthcare,Libya,Sahara Desert crossing,25.492777,16.534439,2019.MMP00943,2019.MMP00943,Incident,,1,,Unknown,"Unspecified location in the desert, Libya"
Northern Africa,2019,July,2,Mixed or unknown,Libya,Sahara Desert crossing,25.492777,16.534439,2019.MMP00958,2019.MMP00958,Incident,2,,,Unknown,"Unspecified location in the desert, Libya"
Northern Africa,2019,July,1,Mixed or unknown,Libya,Sahara Desert crossing,27.02249,14.44099,2019.MMP00960,2019.MMP00960,Incident,,,1,Unknown,"Sabha, Libya"
Northern Africa,2019,July,3,Mixed or unknown,Libya,Sahara Desert crossing,31.76402,14.03511,2019.MMP00961,2019.MMP00961,Incident,2,1,1,Unknown,"Bani Walid, Libya"
Northern Africa,2019,July,1,Mixed or unknown,Libya,Sahara Desert crossing,14.351666,24.134496,2019.MMP00973,2019.MMP00973,Incident,,1,1,Unknown,"Unspecified location in the Sahara desert, Libya"
Northern Africa,2019,July,2,Mixed or unknown,Algeria,Sahara Desert crossing,22.78796,5.52718,2019.MMP00987,2019.MMP00987,Incident,1,1,1,Unknown,"Tamanrasset, Algeria"
Northern Africa,2019,July,1,Violence,Libya,Sahara Desert crossing,27.02249,14.44099,2019.MMP00989,2019.MMP00989,Incident,,1,,Unknown,"Sabha, Libya"
Northern Africa,2019,July,2,Mixed or unknown,Libya,Sahara Desert crossing,25.29115,13.766789,2019.MMP00992,2019.MMP00992,Incident,1,1,,Unknown,"Unspecified location in the Sahara desert, Libya"
Northern Africa,2019,July,1,Sickness / lack of access to adequate healthcare,Libya,Sahara Desert crossing,27.02249,14.44099,2019.MMP01033,2019.MMP01033,Incident,1,,,Unknown,"Sabha, Libya"
Northern Africa,2019,July,2,Mixed or unknown,Libya,Sahara Desert crossing,25.29115,13.766789,2019.MMP01036,2019.MMP01036,Incident,1,1,1,Unknown,"Unspecified location in the Sahara Desert, Libya"
Northern Africa,2019,July,2,Vehicle accident / death linked to hazardous transport,Libya,Sahara Desert crossing,25.29115,13.766789,2019.MMP01037,2019.MMP01037,Incident,,2,,Unknown,"Unspecified location in the Sahara Desert, Libya"
Northern Africa,2019,July,2,Violence,Libya,Sahara Desert crossing,26.976091,14.460981,2019.MMP01049,2019.MMP01049,Incident,,2,,Unknown,"Sabha, Libya"
Northern Africa,2019,July,2,Mixed or unknown,Libya,Sahara Desert crossing,25.29115,13.766789,2019.MMP01051,2019.MMP01051,Incident,1,1,1,Unknown,"Unspecified location in the Sahara Desert, Libya"
Northern Africa,2019,August,2,Mixed or unknown,Libya,Sahara Desert crossing,26.976091,14.460981,2019.MMP01083,2019.MMP01083,Incident,1,1,1,Unknown,"Sabha, Libya"
Northern Africa,2019,August,1,Mixed or unknown,Libya,Sahara Desert crossing,22.796812,18.193906,2019.MMP01119,2019.MMP01119,Incident,1,,1,Unknown,"Sahara Desert, Libya, near border with Chad"
Northern Africa,2019,August,4,Vehicle accident / death linked to hazardous transport,Libya,Sahara Desert crossing,25.29115,13.766789,2019.MMP01120,2019.MMP01120,Incident,1,1,,Unknown,"Unspecified location in the Sahara Desert, Libya"
Northern Africa,2019,August,1,Mixed or unknown,Libya,Sahara Desert crossing,25.29115,13.766789,2019.MMP01121,2019.MMP01121,Incident,1,,,Unknown,"Unspecified location in the Sahara Desert, Libya"
Northern Africa,2019,August,1,Sickness / lack of access to adequate healthcare,Libya,Sahara Desert crossing,26.976091,14.460981,2019.MMP01122,2019.MMP01122,Incident,,1,,Unknown,"Sabha, Libya"
Northern Africa,2019,August,1,Violence,Libya,Sahara Desert crossing,26.976091,14.460981,2019.MMP01123,2019.MMP01123,Incident,,1,,Unknown,"Sabha, Libya"
Northern Africa,2019,August,2,Mixed or unknown,Libya,Sahara Desert crossing,25.29115,13.766789,2019.MMP01132,2019.MMP01132,Incident,1,1,2,Unknown,"Unspecified location in the Sahara Desert, Libya"
Northern Africa,2019,August,2,Mixed or unknown,Libya,Sahara Desert crossing,26.976091,14.460981,2019.MMP01133,2019.MMP01133,Incident,,2,1,Unknown,"Sabha, Libya"
Northern Africa,2019,August,1,Mixed or unknown,Algeria,Sahara Desert crossing,21.67092,5.915047,2019.MMP01146,2019.MMP01146,Incident,,1,1,Unknown,"Tamanrasset, Algeria"
Northern Africa,2019,August,1,Mixed or unknown,Libya,Sahara Desert crossing,26.976091,14.460981,2019.MMP01149,2019.MMP01149,Incident,1,,,Unknown,"Sabha, Libya"
Northern Africa,2019,August,1,Sickness / lack of access to adequate healthcare,Egypt,Sahara Desert crossing,30.169706,24.881079,2019.MMP01150,2019.MMP01150,Incident,,1,,Unknown,"Matrouh, Egypt, near border with Libya"
Northern Africa,2019,August,1,Mixed or unknown,Libya,Sahara Desert crossing,30.112958,9.48592,2019.MMP01153,2019.MMP01153,Incident,1,,1,Unknown,"Ghadames, Libya"
Northern Africa,2019,August,2,Mixed or unknown,Libya,Sahara Desert crossing,26.976091,14.460981,2019.MMP01168,2019.MMP01168,Incident,1,1,1,Unknown,"Sabha, Libya"
Northern Africa,2019,August,1,Sickness / lack of access to adequate healthcare,Libya,Sahara Desert crossing,24.930345,14.633885,2019.MMP01169,2019.MMP01169,Incident,,1,,Unknown,"Qatrun, Libya"
Northern Africa,2019,August,1,Mixed or unknown,Libya,Sahara Desert crossing,30.112958,9.48592,2019.MMP01170,2019.MMP01170,Incident,1,,1,Unknown,"Ghadames, Libya"
Northern Africa,2019,August,1,"Harsh environmental conditions / lack of adequate shelter, food, water",Libya,Sahara Desert crossing,25.29115,13.766789,2019.MMP01178,2019.MMP01178,Incident,,1,,Unknown,"Unspecified location in the Sahara Desert, Libya"
Northern Africa,2019,August,2,Mixed or unknown,Libya,Sahara Desert crossing,25.29115,13.766789,2019.MMP01187,2019.MMP01187,Incident,2,,,Unknown,"Unspecified location in the Sahara Desert, Libya"
Northern Africa,2019,August,2,Mixed or unknown,Libya,Sahara Desert crossing,31.76402,14.03511,2019.MMP01204,2019.MMP01204,Incident,1,1,2,Unknown,"Bani Walid, Libya"
Northern Africa,2019,September,11,Vehicle accident / death linked to hazardous transport,Algeria,Sahara Desert crossing,24.40446035,-0.316673173,2019.MMP01227,2019.MMP01227,Incident,,,,Unknown,"400km north of Bordj Badji Mokhtar, en route to Reggane, Adrar, Algeria"
Northern Africa,2019,September,2,Vehicle accident / death linked to hazardous transport,Libya,Sahara Desert crossing,22.796812,18.193906,2019.MMP01235,2019.MMP01235,Incident,,2,,Unknown,"Sahara Desert, Libya, near border with Chad"
Northern Africa,2019,September,2,Mixed or unknown,Libya,Sahara Desert crossing,31.76402,14.03511,2019.MMP01237,2019.MMP01237,Incident,1,1,1,Unknown,"Bani Walid, Libya"
Northern Africa,2019,September,1,Mixed or unknown,Libya,Sahara Desert crossing,27.02249,14.44099,2019.MMP01239,2019.MMP01239,Incident,,1,,Unknown,"Sabha, Libya"
Northern Africa,2019,September,1,Mixed or unknown,Algeria,Sahara Desert crossing,22.78796,5.52718,2019.MMP01244,2019.MMP01244,Incident,,1,,Unknown,"Tamanrasset, Algeria"
Northern Africa,2019,September,1,Mixed or unknown,Libya,Sahara Desert crossing,31.76402,14.03511,2019.MMP01245,2019.MMP01245,Incident,1,,1,Unknown,"Bani Walid, Libya"
Northern Africa,2019,September,2,"Harsh environmental conditions / lack of adequate shelter, food, water",Libya,Sahara Desert crossing,25.29115,13.766789,2019.MMP01261,2019.MMP01261,Incident,,2,2,Unknown,"Unspecified location in the Sahara Desert, Libya"
Northern Africa,2019,September,1,Mixed or unknown,Libya,Sahara Desert crossing,27.54682,14.26757,2019.MMP01262,2019.MMP01262,Incident,1,,,Unknown,"Brak, Libya"
Northern Africa,2019,September,2,Mixed or unknown,Libya,Sahara Desert crossing,25.29115,13.766789,2019.MMP01263,2019.MMP01263,Incident,1,1,1,Unknown,"Unspecified location in the Sahara Desert, Libya"
Northern Africa,2019,September,1,Mixed or unknown,Libya,Sahara Desert crossing,27.02249,14.44099,2019.MMP01264,2019.MMP01264,Incident,,1,,Unknown,"Sabha, Libya"
Northern Africa,2019,September,2,Mixed or unknown,Libya,Sahara Desert crossing,31.76402,14.03511,2019.MMP01266,2019.MMP01266,Incident,1,1,1,Unknown,"Bani Walid, Libya"
Northern Africa,2019,September,1,"Harsh environmental conditions / lack of adequate shelter, food, water",Libya,Sahara Desert crossing,23.358277,22.388895,2019.MMP01272,2019.MMP01272,Incident,,1,,Unknown,"Unspecified location in the Sahara Desert, Libya, near border with Sudan"
Northern Africa,2019,September,1,Mixed or unknown,Libya,Sahara Desert crossing,25.29115,13.766789,2019.MMP01280,2019.MMP01280,Incident,1,,1,Unknown,"Unspecified location in the Sahara Desert, near Kufra, Libya"
Northern Africa,2019,September,3,Mixed or unknown,Libya,Sahara Desert crossing,26.976091,14.460981,2019.MMP01281,2019.MMP01281,Incident,1,1,,Unknown,"Sabha, Libya"
Northern Africa,2019,September,5,Vehicle accident / death linked to hazardous transport,Libya,Sahara Desert crossing,25.29115,13.766789,2019.MMP01282,2019.MMP01282,Incident,2,1,1,Unknown,"Unspecified location in the Sahara Desert, Libya"
Northern Africa,2019,September,2,Mixed or unknown,Libya,Sahara Desert crossing,31.76402,14.03511,2019.MMP01290,2019.MMP01290,Incident,1,1,1,Unknown,"Bani Walid, Libya"
Northern Africa,2019,September,1,Mixed or unknown,Libya,Sahara Desert crossing,31.76402,14.03511,2019.MMP01298,2019.MMP01298,Incident,,1,,Unknown,"Bani Walid, Libya"
Northern Africa,2019,September,2,Mixed or unknown,Libya,Sahara Desert crossing,25.29115,13.766789,2019.MMP01299,2019.MMP01299,Incident,2,,,Unknown,"Unspecified location in the Sahara Desert, Libya"
Northern Africa,2019,September,1,Sickness / lack of access to adequate healthcare,Libya,Sahara Desert crossing,27.02249,14.44099,2019.MMP01301,2019.MMP01301,Incident,,1,,Unknown,"On the road to Sabha, Libya"
Northern Africa,2019,September,1,Mixed or unknown,Libya,Sahara Desert crossing,23.848018,21.993292,2019.MMP01316,2019.MMP01316,Incident,,1,,Unknown,"Kufra, Libya"
Northern Africa,2019,September,1,Mixed or unknown,Libya,Sahara Desert crossing,24.934383,14.633161,2019.MMP01317,2019.MMP01317,Incident,,1,,Unknown,"Qatrun, Libya"
Northern Africa,2019,September,1,Sickness / lack of access to adequate healthcare,Libya,Sahara Desert crossing,25.29115,13.766789,2019.MMP01337,2019.MMP01337,Incident,,1,1,Unknown,"Unspecified location in the Sahara Desert, Libya"
Northern Africa,2019,September,2,Mixed or unknown,Libya,Sahara Desert crossing,31.76402,14.03511,2019.MMP01338,2019.MMP01338,Incident,,,2,Unknown,"Bani Walid, Libya"
Northern Africa,2019,September,2,Mixed or unknown,Libya,Sahara Desert crossing,24.934383,14.633161,2019.MMP01339,2019.MMP01339,Incident,1,1,1,Unknown,"Qatrun, Libya"
Northern Africa,2019,September,2,"Harsh environmental conditions / lack of adequate shelter, food, water",Libya,Sahara Desert crossing,30.75753,20.2234,2019.MMP01350,2019.MMP01350,Incident,2,,1,Unknown,"Ajdabiya, Libya"
Northern Africa,2019,September,1,"Harsh environmental conditions / lack of adequate shelter, food, water",Libya,Sahara Desert crossing,23.848018,21.993292,2019.MMP01351,2019.MMP01351,Incident,,1,,Unknown,"Kufra, Libya"
Northern Africa,2019,September,2,Mixed or unknown,Libya,Sahara Desert crossing,27.02249,14.44099,2019.MMP01352,2019.MMP01352,Incident,,2,,Unknown,"Sabha, Libya"
Northern Africa,2019,September,1,Vehicle accident / death linked to hazardous transport,Libya,Sahara Desert crossing,25.29115,13.766789,2019.MMP01353,2019.MMP01353,Incident,,1,,Unknown,"Unspecified location in the Sahara Desert, Libya"
Northern Africa,2019,September,1,Mixed or unknown,Libya,Sahara Desert crossing,24.934383,14.633161,2019.MMP01354,2019.MMP01354,Incident,,1,,Unknown,"Qatrun, Libya"
Northern Africa,2019,September,2,Mixed or unknown,Libya,Sahara Desert crossing,23.848018,21.993292,2019.MMP01362,2019.MMP01362,Incident,1,1,2,Unknown,"Kufra, Libya"
Northern Africa,2019,October,24,"Harsh environmental conditions / lack of adequate shelter, food, water",Algeria,Sahara Desert crossing,19.54966389,5.687579761,2019.MMP01386,2019.MMP01386,Incident,3,,1,Niger,"Sahara desert near the Niger-Algeria border, in Nguezzam, Algeria"
Northern Africa,2019,October,1,Sickness / lack of access to adequate healthcare,Libya,Sahara Desert crossing,26.770273,17.242563,2019.MMP01395,2019.MMP01395,Incident,,1,,Unknown,"Unspecified location in the desert, Libya"
Northern Africa,2019,October,2,Mixed or unknown,Algeria,Sahara Desert crossing,22.78796,5.52718,2019.MMP01421,2019.MMP01421,Incident,1,1,1,Unknown,"Tamanrasset, Algeria"
Northern Africa,2019,October,1,"Harsh environmental conditions / lack of adequate shelter, food, water",Libya,Sahara Desert crossing,24.557257,21.038339,2019.MMP01422,2019.MMP01422,Incident,,1,,Unknown,"Unspecified location in the desert, Libya"
Northern Africa,2019,October,2,Mixed or unknown,Libya,Sahara Desert crossing,25.552493,13.699472,2019.MMP01425,2019.MMP01425,Incident,1,1,1,Unknown,"Unspecified location in the desert, Libya"
Northern Africa,2019,October,1,Mixed or unknown,Libya,Sahara Desert crossing,31.76402,14.03511,2019.MMP01449,2019.MMP01449,Incident,,1,,Unknown,"Bani Walid, Libya"
Northern Africa,2019,October,6,Mixed or unknown,Libya,Sahara Desert crossing,32.42189,75.99627,2019.MMP01450,2019.MMP01450,Incident,2,2,1,Unknown,"Qatrun, Libya"
Northern Africa,2019,October,3,Mixed or unknown,Libya,Sahara Desert crossing,14.351666,24.134496,2019.MMP01454,2019.MMP01454,Incident,1,1,3,Unknown,"Unspecified location in the Sahara desert, Libya"
Northern Africa,2019,October,1,Violence,Libya,Sahara Desert crossing,21.891326,22.995286,2019.MMP01459,2019.MMP01459,Incident,,1,,Unknown,"Unspecified location in the desert, Libya"
Northern Africa,2019,October,1,Sickness / lack of access to adequate healthcare,Libya,Sahara Desert crossing,26.140951,14.735026,2019.MMP01461,2019.MMP01461,Incident,,1,,Unknown,"Umm Al Aranib, Libya"
Northern Africa,2019,October,1,Mixed or unknown,Libya,Sahara Desert crossing,9.804399,25.886678,2019.MMP01462,2019.MMP01462,Incident,,,,Unknown,Unspecified location in Libya near the border with Algeria
Northern Africa,2019,October,2,Mixed or unknown,Libya,Sahara Desert crossing,27.02249,14.44099,2019.MMP01463,2019.MMP01463,Incident,,2,1,Unknown,"Sabha, Libya"
Northern Africa,2019,October,2,Mixed or unknown,Libya,Sahara Desert crossing,27.02249,14.44099,2019.MMP01464,2019.MMP01464,Incident,1,1,1,Unknown,"Sabha, Libya"
