Region of Incident,IncidentYear,Month,Total Number of Dead and Missing,CauseDeath,Country of Incident,MigrationRoute,Longitude,Latitude,Main ID,Incident ID,Incident Type,Number of Females,Number of Males,Number of Children,Country of Origin,LocationIncident
Northern Africa,2019,October,2,Mixed or unknown,Libya,Sahara Desert crossing,32.42189,75.99627,2019.MMP01465,2019.MMP01465,Incident,,2,1,Unknown,"Qatrun, Libya"
Northern Africa,2019,October,2,Mixed or unknown,Libya,Sahara Desert crossing,32.42189,75.99627,2019.MMP01466,2019.MMP01466,Incident,,2,1,Unknown,"Qatrun, Libya"
Northern Africa,2019,October,2,Mixed or unknown,Libya,Sahara Desert crossing,23.995543,12.580247,2019.MMP01487,2019.MMP01487,Incident,1,1,,Unknown,"Unspecified location in the desert, Libya"
Northern Africa,2019,October,1,Sickness / lack of access to adequate healthcare,Libya,Sahara Desert crossing,23.995543,12.580247,2019.MMP01488,2019.MMP01488,Incident,1,,,Unknown,"Unspecified location in the desert, Libya"
Northern Africa,2019,October,3,Vehicle accident / death linked to hazardous transport,Libya,Sahara Desert crossing,24.98196,10.18759,2019.MMP01490,2019.MMP01490,Incident,1,1,,Unknown,"Ghat, Libya"
Northern Africa,2019,October,1,Sickness / lack of access to adequate healthcare,Libya,Sahara Desert crossing,27.02249,14.44099,2019.MMP01491,2019.MMP01491,Incident,,1,,Unknown,"Sabha, Libya"
Northern Africa,2019,October,1,"Harsh environmental conditions / lack of adequate shelter, food, water",Libya,Sahara Desert crossing,23.995543,12.580247,2019.MMP01492,2019.MMP01492,Incident,,1,,Unknown,"Unspecified location in the desert, Libya"
Northern Africa,2019,October,1,Mixed or unknown,Libya,Sahara Desert crossing,23.90518,13.316331,2019.MMP01529,2019.MMP01529,Incident,1,,,Unknown,"Unspecified location in the desert, Libya"
Northern Africa,2019,October,1,Sickness / lack of access to adequate healthcare,Sudan,Sahara Desert crossing,16.698558,35.640549,2019.MMP01530,2019.MMP01530,Incident,1,,1,Unknown,"Unspecified location in the desert, Sudan"
Northern Africa,2019,October,1,Mixed or unknown,Libya,Sahara Desert crossing,31.76402,14.03511,2019.MMP01531,2019.MMP01531,Incident,1,,,Unknown,"Bani Walid, Libya"
Northern Africa,2019,October,2,Mixed or unknown,Libya,Sahara Desert crossing,27.02249,14.44099,2019.MMP01536,2019.MMP01536,Incident,,2,,Unknown,"Sabha, Libya"
Northern Africa,2019,October,1,Sickness / lack of access to adequate healthcare,Libya,Sahara Desert crossing,24.02565,13.404221,2019.MMP01537,2019.MMP01537,Incident,1,,,Unknown,"Unspecified location in the desert, Libya"
Northern Africa,2019,October,1,Sickness / lack of access to adequate healthcare,Libya,Sahara Desert crossing,27.02249,14.44099,2019.MMP01538,2019.MMP01538,Incident,,1,,Unknown,"Sabha, Libya"
Northern Africa,2019,October,1,Sickness / lack of access to adequate healthcare,Libya,Sahara Desert crossing,25.679266,21.075643,2019.MMP01543,2019.MMP01543,Incident,1,,,Unknown,"Tazirbu, Libya"
Northern Africa,2019,November,1,Vehicle accident / death linked to hazardous transport,Libya,Sahara Desert crossing,32.42189,75.99627,2019.MMP01561,2019.MMP01561,Incident,,1,,Unknown,"Qatrun, Libya"
Northern Africa,2019,November,2,Mixed or unknown,Libya,Sahara Desert crossing,31.76402,14.03511,2019.MMP01562,2019.MMP01562,Incident,,2,1,Unknown,"Bani Walid, Libya"
Northern Africa,2019,November,2,Mixed or unknown,Algeria,Sahara Desert crossing,22.78796,5.52718,2019.MMP01573,2019.MMP01573,Incident,1,1,,Unknown,"Tamanrasset, Algeria"
Northern Africa,2019,November,2,Mixed or unknown,Algeria,Sahara Desert crossing,22.78796,5.52718,2019.MMP01574,2019.MMP01574,Incident,1,1,,Unknown,"Tamanrasset, Algeria"
Northern Africa,2019,November,3,Mixed or unknown,Libya,Sahara Desert crossing,32.42189,75.99627,2019.MMP01575,2019.MMP01575,Incident,1,2,1,Unknown,"Qatrun, Libya"
Northern Africa,2019,November,3,Mixed or unknown,Libya,Sahara Desert crossing,32.42189,75.99627,2019.MMP01576,2019.MMP01576,Incident,2,1,1,Unknown,"Qatrun, Libya"
Northern Africa,2019,November,3,Mixed or unknown,Libya,Sahara Desert crossing,32.42189,75.99627,2019.MMP01577,2019.MMP01577,Incident,2,1,1,Unknown,"Qatrun, Libya"
Northern Africa,2019,November,3,Mixed or unknown,Algeria,Sahara Desert crossing,22.78796,5.52718,2019.MMP01578,2019.MMP01578,Incident,1,2,2,Unknown,"Tamanrasset, Algeria"
Northern Africa,2019,November,3,Mixed or unknown,Algeria,Sahara Desert crossing,22.78796,5.52718,2019.MMP01579,2019.MMP01579,Incident,1,2,2,Unknown,"Tamanrasset, Algeria"
Northern Africa,2019,November,1,Mixed or unknown,Algeria,Sahara Desert crossing,22.78796,5.52718,2019.MMP01588,2019.MMP01588,Incident,,1,1,Unknown,"Tamanrasset, Algeria"
Northern Africa,2019,November,1,"Harsh environmental conditions / lack of adequate shelter, food, water",Libya,Sahara Desert crossing,23.169912,18.842454,2019.MMP01599,2019.MMP01599,Incident,,1,,Unknown,"Unspecified location in the desert, Libya"
Northern Africa,2019,November,1,Mixed or unknown,Libya,Sahara Desert crossing,31.76402,14.03511,2019.MMP01610,2019.MMP01610,Incident,,1,,Unknown,"Bani Walid, Libya"
Northern Africa,2019,November,2,Mixed or unknown,Libya,Sahara Desert crossing,24.043598,13.648765,2019.MMP01611,2019.MMP01611,Incident,1,1,1,Unknown,"Unspecified location in the desert, Libya"
Northern Africa,2019,November,1,Mixed or unknown,Algeria,Sahara Desert crossing,22.78796,5.52718,2019.MMP01623,2019.MMP01623,Incident,1,,1,Unknown,"Tamanrasset, Algeria"
Northern Africa,2019,November,2,Mixed or unknown,Libya,Sahara Desert crossing,30.1597,9.69791,2019.MMP01624,2019.MMP01624,Incident,1,1,1,Unknown,"Ghadames, Libya (close to Debdeb, Algeria)"
Northern Africa,2019,November,2,Mixed or unknown,Libya,Sahara Desert crossing,30.1597,9.69791,2019.MMP01625,2019.MMP01625,Incident,1,1,1,Unknown,"Ghadames, Libya (close to Debdeb, Algeria)"
Northern Africa,2019,November,1,Violence,Algeria,Sahara Desert crossing,5.518411,22.780989,2019.MMP01630,2019.MMP01630,Incident,,1,,Unknown,"Tamanrasset, Algeria"
Northern Africa,2019,November,4,Violence,Libya,Sahara Desert crossing,31.7975831,14.053676,2019.MMP01635,2019.MMP01635,Incident,1,3,,Eritrea,"Bani Walid, Libya"
Northern Africa,2019,November,1,Vehicle accident / death linked to hazardous transport,Egypt,Sahara Desert crossing,26.376913,24.776405,2019.MMP01639,2019.MMP01639,Incident,,1,,Unknown,"Unspecified location in Egypt, near border with Libya"
Northern Africa,2019,November,1,Mixed or unknown,Libya,Sahara Desert crossing,30.1597,9.69791,2019.MMP01640,2019.MMP01640,Incident,,1,,Unknown,"Ghadames, Libya (close to Debdeb, Algeria)"
Northern Africa,2019,November,1,Mixed or unknown,Libya,Sahara Desert crossing,30.1597,9.69791,2019.MMP01641,2019.MMP01641,Incident,,1,,Unknown,"Ghadames, Libya (close to Debdeb, Algeria)"
Northern Africa,2019,November,1,Violence,Libya,Sahara Desert crossing,27.02249,14.44099,2019.MMP01642,2019.MMP01642,Incident,,1,,Unknown,"Sabha, Libya"
Northern Africa,2019,November,1,Mixed or unknown,Libya,Sahara Desert crossing,30.1597,9.69791,2019.MMP01643,2019.MMP01643,Incident,1,,,Unknown,"Ghadames, Libya"
Northern Africa,2019,November,1,Mixed or unknown,Algeria,Sahara Desert crossing,22.78796,5.52718,2019.MMP01648,2019.MMP01648,Incident,,1,,Unknown,"Tamanrasset, Algeria"
Northern Africa,2019,November,1,Vehicle accident / death linked to hazardous transport,Libya,Sahara Desert crossing,22.110887,23.348182,2019.MMP01649,2019.MMP01649,Incident,,1,,Unknown,"Unspecified location in the desert, Libya"
Northern Africa,2019,November,1,Mixed or unknown,Algeria,Sahara Desert crossing,22.78796,5.52718,2019.MMP01658,2019.MMP01658,Incident,1,,,Unknown,"Tamanrasset, Algeria"
Northern Africa,2019,November,1,Sickness / lack of access to adequate healthcare,Libya,Sahara Desert crossing,22.922783,18.602088,2019.MMP01659,2019.MMP01659,Incident,1,,,Unknown,"Unspecified location in the desert, Libya"
Northern Africa,2019,November,1,Mixed or unknown,Libya,Sahara Desert crossing,24.051283,13.416541,2019.MMP01676,2019.MMP01676,Incident,1,,1,Unknown,"Unspecified location in the desert, Libya"
Northern Africa,2019,November,1,Violence,Libya,Sahara Desert crossing,27.54682,14.26757,2019.MMP01677,2019.MMP01677,Incident,,1,,Unknown,"Brak, Libya"
Northern Africa,2019,November,1,Mixed or unknown,Libya,Sahara Desert crossing,31.76402,14.03511,2019.MMP01678,2019.MMP01678,Incident,,1,,Unknown,"Bani Walid, Libya"
Northern Africa,2019,November,1,Vehicle accident / death linked to hazardous transport,Libya,Sahara Desert crossing,27.960663,14.307556,2019.MMP01680,2019.MMP01680,Incident,,1,,Unknown,"Unspecified location in desert between Sabha and Tripoli, Libya"
Northern Africa,2019,November,3,Mixed or unknown,Libya,Sahara Desert crossing,24.004092,13.285134,2019.MMP01681,2019.MMP01681,Incident,1,1,1,Unknown,"Unspecified location in the desert, Libya"
Northern Africa,2019,November,2,Vehicle accident / death linked to hazardous transport,Libya,Sahara Desert crossing,25.31163,85.01739,2019.MMP01682,2019.MMP01682,Incident,,2,,Unknown,"Tijeri, Libya"
Northern Africa,2019,November,1,Vehicle accident / death linked to hazardous transport,Libya,Sahara Desert crossing,23.256925,14.137099,2019.MMP01683,2019.MMP01683,Incident,1,,,Unknown,"Unspecified location in desert near Tijeri, Libya"
Northern Africa,2019,November,1,Sickness / lack of access to adequate healthcare,Libya,Sahara Desert crossing,23.649993,14.543594,2019.MMP01691,2019.MMP01691,Incident,,1,,Unknown,"Unspecified location in the desert, Libya"
Northern Africa,2019,November,2,Violence,Libya,Sahara Desert crossing,27.02249,14.44099,2019.MMP01693,2019.MMP01693,Incident,2,,,Unknown,"Sabha, Libya"
Northern Africa,2019,November,1,Sickness / lack of access to adequate healthcare,Libya,Sahara Desert crossing,23.649993,14.543594,2019.MMP01701,2019.MMP01701,Incident,,1,,Unknown,"Unspecified location in the desert, Libya"
Northern Africa,2019,November,2,Mixed or unknown,Libya,Sahara Desert crossing,23.848018,21.993292,2019.MMP01702,2019.MMP01702,Incident,1,,1,Unknown,"Kufra, Libya"
Northern Africa,2019,December,1,Violence,Libya,Sahara Desert crossing,25.679266,21.075643,2019.MMP01716,2019.MMP01716,Incident,,1,,Unknown,"Tazirbu, Libya"
Northern Africa,2019,December,1,"Harsh environmental conditions / lack of adequate shelter, food, water",Libya,Sahara Desert crossing,24.934383,14.633161,2019.MMP01734,2019.MMP01734,Incident,,1,,Unknown,"Qatrun, Libya"
Northern Africa,2019,December,1,"Harsh environmental conditions / lack of adequate shelter, food, water",Libya,Sahara Desert crossing,30.1597,9.69791,2019.MMP01735,2019.MMP01735,Incident,,1,1,Unknown,"Ghadames, Libya"
Northern Africa,2019,December,1,Mixed or unknown,Algeria,Sahara Desert crossing,22.78796,5.52718,2019.MMP01736,2019.MMP01736,Incident,,1,,Unknown,"Tamanrasset, Algeria"
Northern Africa,2019,December,2,Mixed or unknown,Libya,Sahara Desert crossing,23.649993,14.543594,2019.MMP01738,2019.MMP01738,Incident,1,1,1,Unknown,"Unspecified location in the desert, Libya"
Northern Africa,2019,December,1,Sickness / lack of access to adequate healthcare,Libya,Sahara Desert crossing,23.848018,21.993292,2019.MMP01749,2019.MMP01749,Incident,,1,,Unknown,"Kufra, Libya"
Northern Africa,2019,December,2,Mixed or unknown,Algeria,Sahara Desert crossing,22.78796,5.52718,2019.MMP01751,2019.MMP01751,Incident,,2,1,Unknown,"Tamanrasset, Algeria"
Northern Africa,2019,December,1,Violence,Libya,Sahara Desert crossing,23.649993,14.543594,2019.MMP01752,2019.MMP01752,Incident,,1,,Unknown,"Unspecified location in the desert, Libya"
Northern Africa,2019,December,1,Violence,Egypt,Sahara Desert crossing,25.933266,25.372929,2019.MMP01767,2019.MMP01767,Incident,,1,,Unknown,Unspecified location in Egypt near border with Libya
Northern Africa,2019,December,1,Vehicle accident / death linked to hazardous transport,Libya,Sahara Desert crossing,26.140951,14.735026,2019.MMP01777,2019.MMP01777,Incident,1,,,Unknown,"Umm Al Aranib, Libya"
Northern Africa,2019,December,1,Sickness / lack of access to adequate healthcare,Libya,Sahara Desert crossing,27.02249,14.44099,2019.MMP01778,2019.MMP01778,Incident,1,,,Unknown,"Sabha, Libya"
Northern Africa,2019,December,1,Sickness / lack of access to adequate healthcare,Libya,Sahara Desert crossing,23.649993,14.543594,2019.MMP01783,2019.MMP01783,Incident,,1,,Unknown,"Unspecified location in the desert, Libya"
Northern Africa,2019,December,2,Mixed or unknown,Algeria,Sahara Desert crossing,22.78796,5.52718,2019.MMP01784,2019.MMP01784,Incident,1,1,1,Unknown,"Tamanrasset, Algeria"
Northern Africa,2019,December,1,Mixed or unknown,Algeria,Sahara Desert crossing,22.78796,5.52718,2019.MMP01785,2019.MMP01785,Incident,,,1,Unknown,"Tamanrasset, Algeria"
Northern Africa,2019,December,1,Mixed or unknown,Libya,Sahara Desert crossing,30.1597,9.69791,2019.MMP01792,2019.MMP01792,Incident,2,,,Unknown,"Ghadames, Libya"
Northern Africa,2019,December,2,Sickness / lack of access to adequate healthcare,Libya,Sahara Desert crossing,25.91507,13.91644,2019.MMP01793,2019.MMP01793,Incident,1,,1,Unknown,"Murzuq, Libya"
Northern Africa,2019,December,1,Mixed or unknown,Libya,Sahara Desert crossing,23.649993,14.543594,2019.MMP01795,2019.MMP01795,Incident,1,,,Unknown,"Unspecified location in the desert, Libya"
Northern Africa,2019,December,1,Sickness / lack of access to adequate healthcare,Libya,Sahara Desert crossing,27.02249,14.44099,2019.MMP01796,2019.MMP01796,Incident,,1,,Unknown,"Sabha, Libya"
Northern Africa,2019,December,1,Mixed or unknown,Libya,Sahara Desert crossing,24.934383,14.633161,2019.MMP01797,2019.MMP01797,Incident,,1,,Unknown,"Qatrun, Libya"
Northern Africa,2019,December,1,Mixed or unknown,Libya,Sahara Desert crossing,31.76402,14.03511,2019.MMP01798,2019.MMP01798,Incident,,1,1,Unknown,"Bani Walid, Libya"
Northern Africa,2019,December,1,Sickness / lack of access to adequate healthcare,Libya,Sahara Desert crossing,24.934383,14.633161,2019.MMP01810,2019.MMP01810,Incident,1,,,Unknown,"Qatrun, Libya"
Northern Africa,2019,December,1,Vehicle accident / death linked to hazardous transport,Libya,Sahara Desert crossing,23.649993,14.543594,2019.MMP01816,2019.MMP01816,Incident,,1,,Unknown,"Unspecified location in the desert, Libya"
Northern Africa,2019,December,2,Mixed or unknown,Libya,Sahara Desert crossing,23.649993,14.543594,2019.MMP01817,2019.MMP01817,Incident,1,1,1,Unknown,"Unspecified location in the desert, Libya"
Northern Africa,2019,December,1,Mixed or unknown,Algeria,Sahara Desert crossing,22.78796,5.52718,2019.MMP01818,2019.MMP01818,Incident,1,,,Unknown,"Tamanrasset, Algeria"
Northern Africa,2019,December,1,Mixed or unknown,Algeria,Sahara Desert crossing,22.78796,5.52718,2019.MMP01824,2019.MMP01824,Incident,,1,,Unknown,"Tamanrasset, Algeria"
Northern Africa,2019,December,1,Sickness / lack of access to adequate healthcare,Libya,Sahara Desert crossing,24.934383,14.633161,2019.MMP01828,2019.MMP01828,Incident,,1,,Unknown,"Qatrun, Libya"
Northern Africa,2019,December,1,Sickness / lack of access to adequate healthcare,Libya,Sahara Desert crossing,27.02249,14.44099,2019.MMP01836,2019.MMP01836,Incident,1,,1,Unknown,"Sabha, Libya"
Northern Africa,2019,December,1,Violence,Libya,Sahara Desert crossing,27.02249,14.44099,2019.MMP01838,2019.MMP01838,Incident,1,,,Unknown,"Sabha, Libya"
Northern Africa,2019,December,1,Mixed or unknown,Libya,Sahara Desert crossing,23.649993,14.543594,2019.MMP01843,2019.MMP01843,Incident,1,,1,Unknown,"Unspecified location in the desert, Libya"
Northern Africa,2019,December,1,Vehicle accident / death linked to hazardous transport,Libya,Sahara Desert crossing,23.649993,14.543594,2019.MMP01852,2019.MMP01852,Incident,1,,,Unknown,"Unspecified location in the desert, Libya"
Northern Africa,2019,October,15,Violence,Libya,Sahara Desert crossing,24.93270964,14.63324713,2019.MMP01892,2019.MMP01892,Incident,,15,,Unknown,"Qatroun, Libya"
Northern Africa,2019,June,4,"Harsh environmental conditions / lack of adequate shelter, food, water",Algeria,Sahara Desert crossing,19.748017,5.303794,2019.MMP01894,2019.MMP01894,Incident,,,,Unknown,"50 km outside of Assamakka, Niger (heading towards Niger)"
Northern Africa,2020,January,1,Mixed or unknown,Libya,Sahara Desert crossing,31.76402,14.03511,2020.MMP00003,2020.MMP00003,Incident,,,,Unknown,"Bani Walid, Libya"
Northern Africa,2020,January,1,Mixed or unknown,Algeria,Sahara Desert crossing,22.78796,5.52718,2020.MMP00009,2020.MMP00009,Incident,,1,,Unknown,"Tamanrasset, Algeria"
Northern Africa,2020,January,2,Mixed or unknown,Libya,Sahara Desert crossing,31.76402,14.03511,2020.MMP00020,2020.MMP00020,Incident,,2,1,Unknown,"Bani Walid, Libya"
Northern Africa,2020,January,2,Mixed or unknown,Libya,Sahara Desert crossing,31.76402,14.03511,2020.MMP00021,2020.MMP00021,Incident,1,1,1,Unknown,"Bani Walid, Libya"
Northern Africa,2020,January,3,Mixed or unknown,Algeria,Sahara Desert crossing,22.78796,5.52718,2020.MMP00027,2020.MMP00027,Incident,1,2,1,Unknown,"Tamanrasset, Algeria"
Northern Africa,2020,January,1,Mixed or unknown,Libya,Sahara Desert crossing,24.934383,14.633161,2020.MMP00032,2020.MMP00032,Incident,,1,,Unknown,"Qatrun, Libya"
Northern Africa,2020,January,2,Mixed or unknown,Libya,Sahara Desert crossing,23.649993,14.543594,2020.MMP00038,2020.MMP00038,Incident,2,,1,Unknown,"Unspecified location in the desert, Libya"
Northern Africa,2020,January,1,Sickness / lack of access to adequate healthcare,Libya,Sahara Desert crossing,25.679266,21.075643,2020.MMP00047,2020.MMP00047,Incident,,1,,Unknown,"Tazirbu, Libya"
Northern Africa,2020,January,2,Mixed or unknown,Libya,Sahara Desert crossing,31.76402,14.03511,2020.MMP00061,2020.MMP00061,Incident,1,1,,Unknown,"Bani Walid, Libya"
Northern Africa,2020,January,1,Mixed or unknown,Libya,Sahara Desert crossing,23.649993,14.543594,2020.MMP00064,2020.MMP00064,Incident,,1,,Unknown,"Unspecified location in the desert, Libya"
Northern Africa,2020,January,1,Mixed or unknown,Libya,Sahara Desert crossing,27.02249,14.44099,2020.MMP00065,2020.MMP00065,Incident,1,,,Unknown,"Sabha, Libya"
Northern Africa,2020,January,2,Mixed or unknown,Libya,Sahara Desert crossing,27.02249,14.44099,2020.MMP00066,2020.MMP00066,Incident,1,1,,Unknown,"Sabha, Libya"
Northern Africa,2020,January,1,Mixed or unknown,Libya,Sahara Desert crossing,31.76402,14.03511,2020.MMP00071,2020.MMP00071,Incident,,1,,Unknown,"Bani Walid, Libya"
Northern Africa,2020,January,1,Mixed or unknown,Algeria,Sahara Desert crossing,22.78796,5.52718,2020.MMP00079,2020.MMP00079,Incident,1,,,Unknown,"Tamanrasset, Algeria"
Northern Africa,2020,January,1,Sickness / lack of access to adequate healthcare,Libya,Sahara Desert crossing,24.934383,14.633161,2020.MMP00081,2020.MMP00081,Incident,1,,,Unknown,"Qatrun, Libya"
Northern Africa,2020,January,1,Violence,Egypt,Sahara Desert crossing,23.655609,25.082314,2020.MMP00086,2020.MMP00086,Incident,,1,,Unknown,"Unspecified location in Egypt, near border with Libya"
